"Includes Amazon Marketplace, Fulfillment by Amazon (FBA), and Amazon Webstore transactions"
"All amounts in USD, unless specified"
"Definitions:"
"Sales tax collected: Includes sales tax collected from buyers for product sales, shipping, and gift wrap."
"Selling fees: Includes variable closing fees and referral fees."
"Other transaction fees: Includes shipping chargebacks, shipping holdbacks, per-item fees  and sales tax collection fees."
"Other: Includes non-order transaction amounts. For more details, see the ""Type"" and ""Description"" columns for each order ID."
"date/time","settlement id","type","order id","sku","description","quantity","marketplace","account type","fulfillment","order city","order state","order postal","tax collection model","product sales","product sales tax","shipping credits","shipping credits tax","gift wrap credits","giftwrap credits tax","Regulatory Fee","Tax On Regulatory Fee","promotional rebates","promotional rebates tax","marketplace withheld tax","selling fees","fba fees","other transaction fees","other","total"
"Mar 18, 2022 6:25:10 AM PDT","15560763051","Service Fee","","","Cost of Advertising","","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-502.50","0","-502.50"
"Mar 18, 2022 12:58:47 PM PDT","15560763051","Order","112-1159951-8097848","B300-Black and White","olylo Anti Bark Collar, Bark Collar for Medium Dogs with Beep and Shock, 2 Adjustable Sensitivity and 5 Intensity Shock, Stop Barking Dog Collar-Black","1","amazon.com","Standard Orders","Amazon","FORT PAYNE","AL","35968-5553","MarketplaceFacilitator","20.99","1.68","0","0","0","0","0","0","0","0","-1.68","-3.15","-3.65","0","0","14.19"
"Mar 19, 2022 5:52:07 PM PDT","15560763051","Service Fee","","","Cost of Advertising","","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-507.02","0","-507.02"
"Mar 21, 2022 11:30:37 AM PDT","15560763051","Order","112-9377016-3120267","L0-A6SK-FXXP","olylo 360 Photo Booth Machine for Parties People to Stand on, Slow Motion Rotating, 360 Camera Booth Machine with LED Ring Light for Parties, Weddings","1","amazon.com","Standard Orders","Amazon","PHILADELPHIA","PA","19142-2517","MarketplaceFacilitator","2,899.00","173.94","0","0","0","0","0","0","0","0","-173.94","-238.92","-122.19","0","0","2,537.89"
"Mar 21, 2022 4:31:49 PM PDT","15560763051","Order","112-4765165-6099408","00-V0PZ-WG22","olylo 360 Photo Booth Machine for Parties People to Stand on, Slow Motion Rotating, 360 Camera Booth Machine with LED Ring Light for Parties, Weddings","1","amazon.com","Standard Orders","Amazon","HAMPTON","GA","30228-2195","MarketplaceFacilitator","2,699.00","188.93","0","0","0","0","0","0","0","0","-188.93","-222.92","-181.86","0","0","2,294.22"
"Mar 21, 2022 10:17:20 PM PDT","15560763051","Service Fee","","","Cost of Advertising","","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-508.15","0","-508.15"
"Mar 24, 2022 12:53:35 PM PDT","15560763051","Order","111-4946034-8265023","L0-A6SK-FXXP","olylo 360 Photo Booth Machine for Parties People to Stand on, Slow Motion Rotating, 360 Camera Booth Machine with LED Ring Light for Parties, Weddings","1","amazon.com","Standard Orders","Amazon","Courtland","CA","95615","MarketplaceFacilitator","2,899.00","224.67","74.49","5.77","0","0","0","0","0","0","-230.44","-238.92","-196.68","0","0","2,537.89"
"Mar 24, 2022 1:03:50 PM PDT","15560763051","Order","112-1811603-2712259","00-V0PZ-WG22","olylo 360 Photo Booth Machine for Parties People to Stand on, Slow Motion Rotating, 360 Camera Booth Machine with LED Ring Light for Parties, Weddings","1","amazon.com","Standard Orders","Amazon","NEW YORK","NY","10029-3683","MarketplaceFacilitator","2,699.00","239.54","62.89","0","0","0","0","0","-62.89","0","-239.54","-222.92","-120.61","0","0","2,355.47"
"Mar 24, 2022 4:29:39 PM PDT","15560763051","Order","112-9625276-7789039","E5-VSV4-XXLM","olylo 360 Photo Booth Machine for Parties People to Stand on, Slow Motion Rotating, 360 Camera Booth Machine with LED Ring Light for Parties, Weddings","1","amazon.com","Standard Orders","Amazon","BALTIMORE","MD","21213-1830","MarketplaceFacilitator","2,699.00","161.94","0","0","0","0","0","0","0","0","-161.94","-222.92","-73.12","0","0","2,402.96"
"Mar 24, 2022 4:57:31 PM PDT","15560763051","Order","111-2483470-4428244","CD-4SH3-C0UB","olylo 360 Photo Booth Machine for Parties People to Stand on, Slow Motion Rotating, 360 Camera Booth Machine with LED Ring Light for Parties, Weddings","1","amazon.com","Standard Orders","Amazon","SPRINGFIELD","MA","01109-3001","MarketplaceFacilitator","3,199.00","199.94","0","0","0","0","0","0","0","0","-199.94","-262.92","-188.18","0","0","2,747.90"
"Mar 24, 2022 5:18:53 PM PDT","15560763051","Order","111-1985416-9297854","Bark Collar for B800","olylo Dog Bark Collar, Rechargeable Stop Bark Collar with 6 Adjustable Intensity and Beep Vibration Shock, Magnetic USB Charging, Barking Records, Dog","1","amazon.com","Standard Orders","Amazon","Surprise","AZ","85379","MarketplaceFacilitator","40.99","3.48","0","0","0","0","0","0","0","0","-3.48","-6.15","-3.88","0","0","30.96"
"Mar 25, 2022 12:44:43 AM PDT","15560763051","Service Fee","","","Cost of Advertising","","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-507.27","0","-507.27"
"Mar 27, 2022 8:37:43 AM PDT","15560763051","Fee Adjustment","112-4765165-6099408","","Fee Adjustment - Weight and Dimension Change","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","61.25","0","0","61.25"
"Mar 27, 2022 8:37:53 AM PDT","15560763051","Fee Adjustment","114-6790373-7646600","","Fee Adjustment - Weight and Dimension Change","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","61.25","0","0","61.25"
"Mar 27, 2022 8:38:08 AM PDT","15560763051","Fee Adjustment","113-1619024-6864249","","Fee Adjustment - Weight and Dimension Change","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","61.25","0","0","61.25"
"Mar 27, 2022 8:38:25 AM PDT","15560763051","Fee Adjustment","111-1732688-6669868","","Fee Adjustment - Weight and Dimension Change","","Amazon.com","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","61.25","0","0","61.25"
"Mar 27, 2022 12:11:12 PM PDT","15560763051","Service Fee","","","Cost of Advertising","","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-511.71","0","-511.71"
"Mar 29, 2022 1:47:50 AM PDT","15695148511","Transfer","","","To your account ending in: 121, Bank Transfer ID: 5TI4RGDW7B9V2T8","","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-6,583.33","-6,583.33"
"Mar 29, 2022 5:48:32 PM PDT","15695148511","Service Fee","","","Cost of Advertising","","","Standard Orders","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-505.07","0","-505.07"
"Mar 31, 2022 5:14:15 PM PDT","15695148511","Order","113-6128815-5910621","00-V0PZ-WG22","olylo 360 Photo Booth Machine for Parties People to Stand on, Slow Motion Rotating, 360 Camera Booth Machine with LED Ring Light for Parties, Weddings","1","amazon.com","Standard Orders","Amazon","HAMPTON","GA","30228-2195","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
