,日期,时间,卖家,价格,发货,FBA库存数量,评论数,评分,排名,近3日排名走势
1,2022-06-29,08:54:43,OLYLO Direct,"$2,799.00",FBA,In Stock.,8,5.0,44,283→305→312→312→371→371→371→371→371→44→
2,2022-06-29,09:08:16,YC technology,"$3,299.00",FBA,11,14,4.0,50,203→217→252→252→277→277→277→277→277→50→
3,2022-06-29,08:54:08,MWE Tech,"$2,799.00",FBM,1,25,4.2,58,79→95→128→128→132→132→132→132→132→58→
4,2022-06-29,08:59:00,RXF_USA,"$2,499.00",FBA,11,130,4.3,103,2120→2135→2138→2138→2146→2146→2146→2146→2146→103→
5,2022-06-29,08:52:21,MWE Tech,"$3,299.00",FBA,In Stock.,25,4.2,121,125→146→180→180→180→201→201→201→201→121→
6,2022-06-29,09:07:04,AchhaGo US,"$2,199.00",FBA,In Stock.,6,4.8,123,128→164→175→175→186→186→186→186→186→123→
7,2022-06-29,08:47:45,OLYLO Direct,"$2,380.00",FBA,20,8,5.0,152,264→44→110→110→154→154→154→154→154→152→
8,2022-06-29,09:00:10,TYTY USA,"$2,099.00",FBA,9,11,3.5,154,661→661→661→661→661→661→661→661→661→154→
9,2022-06-29,08:58:43,MWE Tech,"$2,499.00",FBA,14,25,4.2,156,152→165→204→204→217→217→217→217→217→156→
10,2022-06-29,08:42:34,MWE Tech,"$2,380.00",FBA,In Stock.,25,4.2,167,93→113→50→50→86→86→86→86→86→167→
11,2022-06-29,08:49:47,Looline,"$2,799.00",FBA,1,6,3.8,190,704→712→713→713→714→714→714→714→714→190→
12,2022-06-29,08:51:29,MWE Tech,"$2,199.00",FBA,In Stock.,25,4.2,203,98→143→157→157→156→156→156→156→156→203→
13,2022-06-29,08:44:50,TYTY USA,"$1,395.00",FBA,15,11,3.5,235,49→77→138→138→175→175→175→175→175→235→
14,2022-06-29,08:50:04,OLYLO Direct,"$2,499.00",FBA,4,8,5.0,239,287→70→97→97→151→151→151→151→151→239→
15,2022-06-29,08:50:53,OLYLO Direct,"$2,199.00",FBA,2,8,5.0,257,28→42→58→58→91→406→406→406→406→257→
16,2022-06-29,09:07:57,OLYLO Direct,"$2,199.00",FBA,2,8,5.0,257,355→376→386→386→406→406→406→406→406→257→
17,2022-06-29,08:44:32,OLYLO Direct,"$2,199.00",FBA,2,8,5.0,257,355→367→386→386→406→406→406→406→406→257→
18,2022-06-29,09:03:06,OLYLO Direct,"$2,199.00",FBA,2,8,5.0,257,355→376→386→386→406→406→406→406→406→257→
19,2022-06-29,08:41:24,OLYLO Direct,"$2,199.00",FBA,2,8,5.0,257,1063→1065→1071→1071→1073→1073→406→406→406→257→
20,2022-06-29,09:05:48,WAHER,"$2,199.00",FBA,In Stock.,12,4.0,259,506→508→80→80→142→142→142→142→259→
21,2022-06-29,08:46:35,MWE Tech,"$2,999.00",FBA,12,25,4.2,260,512→76→107→107→166→166→166→166→166→260→
22,2022-06-29,08:45:25,Looline,"$2,399.00",FBA,12,6,3.8,303,160→201→215→215→239→239→239→239→239→303→
23,2022-06-29,08:59:17,Looline,"$2,399.00",FBA,12,6,3.8,313,160→201→215→215→239→239→239→239→239→313→
24,2022-06-29,09:01:03,Looline,"$2,399.00",FBA,12,6,3.8,313,160→179→215→215→239→239→239→239→239→313→
25,2022-06-29,09:09:12,Looline,"$2,399.00",FBA,12,6,3.8,313,160→201→215→215→239→239→239→239→313→
26,2022-06-29,08:58:25,WAHER,"$2,399.00",FBA,13,12,4.0,350,252→260→288→288→306→306→306→306→306→350→
27,2022-06-29,09:05:30,YC technology,"$2,380.00",FBA,11,14,4.0,402,368→373→381→381→386→386→386→386→386→402→
28,2022-06-29,09:07:39,,"$2,499.00",,0,130,4.3,493,1924→1929→1937→1937→1941→1941→1941→1941→1941→493→
29,2022-06-29,08:47:27,YC technology,"$2,799.00",FBA,In Stock.,14,4.0,547,529→529→536→536→535→535→535→535→535→547→
30,2022-06-29,09:08:36,OLYLO Direct,"$2,199.00",FBA,4,8,5.0,603,574→578→587→587→587→587→587→587→587→603→
