,日期,时间,卖家,价格,发货,FBA库存数量,评论数,评分,排名,近3日排名走势
1,2022-07-14,14:17:39,MWE Tech,"$2,799.00",FBA,In Stock.,38,4.5,42,97→118→42→
2,2022-07-14,13:49:24,OLYLO Direct,"$2,380.00",FBA,4,19,4.2,42,59→42→
3,2022-07-14,14:03:37,OLYLO Direct,"$2,799.00",FBA,9,19,4.2,84,63→112→84→
4,2022-07-14,14:08:13,YC technology,"$2,380.00",FBA,1,11,4.1,97,262→82→97→
5,2022-07-14,14:07:33,YC technology,"$2,799.00",FBA,13,11,4.1,105,140→105→
6,2022-07-14,13:52:26,MWE Tech,"$2,380.00",FBA,In Stock.,38,4.5,110,110→
7,2022-07-14,14:04:37,AchhaGo US,"$2,089.00",FBM,In Stock.,7,4.1,114,176→114→
8,2022-07-14,14:15:41,MWE Tech,"$2,199.00",FBA,In Stock.,38,4.5,119,229→251→119→
9,2022-07-14,14:22:42,WAHER,"$2,199.00",FBA,In Stock.,12,4.4,151,233→151→
10,2022-07-14,14:07:13,TYTY USA,"$1,395.00",FBA,18,11,3.5,165,132→165→
11,2022-07-14,13:58:00,MWE Tech,"$3,299.00",FBA,14,38,4.5,173,415→173→
12,2022-07-14,13:56:22,AchhaGo US,"$2,599.00",FBM,0,7,4.1,180,180→
13,2022-07-14,14:18:19,MWE Tech,"$2,499.00",FBA,In stock.,38,4.5,187,222→187→
14,2022-07-14,14:10:16,HARZHI,"$2,799.00",FBA,16,9,4.5,202,140→202→
15,2022-07-14,13:59:40,Looline,"$2,199.00",FBA,2,8,3.6,209,265→209→209→
16,2022-07-14,14:08:34,HARZHI,"$3,299.00",FBA,2,2,4.5,215,204→203→215→
17,2022-07-14,14:09:35,Looline,"$2,199.00",FBA,2,8,3.6,223,265→223→
18,2022-07-14,14:00:41,HARZHI,"$2,499.00",FBA,12,9,4.5,228,285→215→228→
19,2022-07-14,14:20:59,YC technology,"$3,299.00",FBA,6,11,4.1,231,318→231→
20,2022-07-14,14:09:56,OLYLO Direct,"$2,199.00",FBA,1,19,4.2,249,210→238→249→
21,2022-07-14,14:02:38,YC technology,"$2,499.00",FBA,3,11,4.1,253,207→250→253→
22,2022-07-14,13:53:05,OLYLO Direct,"$2,499.00",FBA,1,19,4.2,263,193→263→
23,2022-07-14,13:51:06,OLYLO Direct,"$2,499.00",FBA,1,19,4.2,263,172→263→
24,2022-07-14,14:21:40,HERBSASY,"$2,799.00",FBA,2,3,5.0,264,391→264→
25,2022-07-14,14:19:43,OLYLO Direct,"$2,499.00",FBA,1,19,4.2,266,193→266→
26,2022-07-14,14:07:53,OLYLO Direct,"$2,499.00",FBA,1,19,4.2,266,256→266→
27,2022-07-14,14:13:36,OLYLO Direct,"$2,499.00",FBA,1,19,4.2,266,193→266→
28,2022-07-14,14:16:19,OLYLO Direct,"$2,499.00",FBA,1,19,4.2,266,193→256→266→
29,2022-07-14,13:51:25,Looline,"$2,380.00",FBA,5,8,3.6,280,232→272→280→
30,2022-07-14,14:12:36,WAHER,"$2,499.00",FBA,3,12,4.4,291,608→281→291→
